Year,Production,Captures,Fish-Consumption
1998,14100.000000,148600.000000,6.940000
1999,15000.000000,294536.000000,19.870000
2000,14430.000000,310668.000000,20.730000
2001,17500.000000,464200.000000,32.330000
2002,18250.000000,457032.000000,28.940000
2003,26300.000000,442365.000000,25.370000
2004,37515.000000,380637.000000,21.320000
2005,44000.000000,504000.000000,27.250000
2006,41010.000000,620142.000000,36.200000
2007,35260.000000,587445.000000,34.400000
2008,40000.000000,587500.000000,32.160000
2009,50000.000000,650000.000000,34.640000
2010,60000.000000,490094.000000,36.080000
2011,72000.000000,560839.000000,40.530000
2012,74000.000000,566695.000000,40.610000
2013,90000.000000,649468.000000,41.430000
2014,120055.000000,632857.000000,42.370000
2015,145000.000000,626243.000000,41.220000
2016,172500.000000,635705.000000,42.230000
2017,207500.000000,670645.000000,42.690000
1961,0,45000.000000,5.030000
1962,0,45000.000000,5.120000
1963,0,40000.000000,5.340000
1964,0,40000.000000,5.970000
1965,0,45000.000000,6.850000
1966,0,45000.000000,6.290000
1967,0,50000.000000,6.480000
1968,0,50000.000000,7.120000
1969,0,52000.000000,7.390000
1970,0,52200.000000,7.810000
1971,0,77100.000000,10.850000
1972,0,87100.000000,11.830000
1973,0,84700.000000,11.290000
1974,0,84700.000000,11.230000
1975,0,84700.000000,11.210000
1977,5.000000,70167.000000,9.950000
1978,11.000000,68867.000000,8.790000
1979,22.000000,81214.000000,11.240000
1980,40.000000,81045.000000,11.460000
1981,57.000000,79761.000000,11.890000
1982,89.000000,83012.000000,12.460000
1983,120.000000,77277.000000,11.910000
1984,282.000000,75299.000000,11.850000
1985,130.000000,73969.000000,12.660000
1986,124.000000,71980.000000,14.240000
1987,137.000000,70636.000000,11.570000
1988,167.000000,70799.000000,12.470000
1989,138.000000,69829.000000,12.210000
1990,106.000000,70742.000000,11.360000
1991,74.000000,69318.000000,7.940000
1992,57.000000,71975.000000,10.940000
1993,50.000000,65257.000000,9.050000
1994,50.000000,79020.000000,9.100000
1995,57.000000,94131.000000,10.520000
1996,58.000000,98529.000000,9.950000
1997,67.000000,102000.000000,11.830000
1998,67.000000,106800.000000,12.770000
1999,67.000000,110000.000000,12.410000
2000,50.000000,112109.000000,12.710000
2001,150.000000,121031.000000,14.080000
2002,330.000000,130135.000000,13.020000
2003,385.000000,117801.000000,15.010000
2004,395.000000,129000.000000,14.900000
2005,402.000000,142345.000000,14.420000
2006,435.000000,137232.000000,13.400000
2007,546.000000,138612.000000,15.350000
2008,546.000000,155300.000000,15.700000
2009,546.000000,172000.000000,18.180000
2010,570.000000,181000.000000,14.470000
2011,571.000000,190000.000000,17.160000
2012,840.000000,199000.000000,15.750000
2013,1195.000000,207000.000000,15.360000
2014,1575.000000,215000.000000,19.810000
2015,1955.000000,224000.000000,20.140000
2016,2315.000000,233190.000000,21.040000
2017,2315.000000,266737.000000,18.060000
1961,0,56500.000000,11.780000
1962,0,58100.000000,11.000000
1963,0,59400.000000,10.390000
1964,0,59800.000000,10.040000
1965,0,61100.000000,9.960000
1966,0,62600.000000,10.040000
1967,0,63400.000000,10.890000
1968,0,65100.000000,11.170000
1969,0,68100.000000,11.650000
1970,0,68800.000000,11.540000
1971,0,64700.000000,10.280000
1972,0,60400.000000,10.070000
1973,0,57600.000000,9.190000
1974,0,55736.000000,8.280000
1975,0,66280.000000,8.870000
1976,0,70397.000000,9.440000
1961,2990.000000,1107271.000000,15.140000
1962,3100.000000,1287603.000000,15.600000
1963,3215.000000,1398267.000000,15.600000
1964,3230.000000,1393173.000000,14.280000
1965,3242.000000,1415523.000000,13.260000
1966,3258.000000,1536806.000000,15.270000
1967,3275.000000,1446973.000000,12.970000
1968,3394.000000,1602454.000000,15.070000
1969,3405.000000,1574680.000000,14.360000
1970,3591.000000,1539114.000000,14.080000
1971,3893.000000,1447676.000000,15.760000
1972,4561.000000,1247963.000000,14.310000
1973,5333.000000,1230495.000000,18.120000
1974,4583.000000,1134994.000000,18.090000
1975,4129.000000,1151734.000000,15.380000
1976,3943.000000,1259014.000000,19.180000
1977,3897.000000,1397603.000000,21.170000
1978,4038.000000,1557631.000000,20.560000
1979,3458.000000,1598186.000000,22.780000
1980,3566.000000,1540967.000000,20.560000
1981,4074.000000,1638177.000000,22.080000
1982,3421.000000,1581757.000000,19.480000
1983,4289.000000,1436369.000000,20.030000
1984,7720.000000,1338814.000000,18.820000
1985,8798.000000,1496957.000000,19.310000
1986,12678.000000,1561523.000000,21.620000
1987,16890.000000,1665224.000000,24.630000
1988,23622.000000,1801383.000000,24.420000
1989,32451.000000,1719422.000000,24.450000
1990,41216.000000,1748034.000000,23.740000
1991,48068.000000,1561348.000000,23.260000
1992,45386.000000,1400108.000000,23.180000
1993,52442.000000,1188849.000000,23.390000
1994,55430.000000,1120321.000000,23.390000
1995,65207.000000,948410.000000,22.620000
1996,72376.000000,1195329.000000,23.410000
1997,81676.000000,1274391.000000,23.230000
1998,91046.000000,1291796.000000,24.100000
1999,112916.000000,1277027.000000,24.970000
2000,127665.000000,1121610.000000,23.490000
2001,153046.000000,1273725.000000,24.760000
2002,172046.000000,1393777.000000,23.970000
2003,167798.000000,1416714.000000,25.040000
2004,145018.000000,1539709.000000,24.170000
2005,154587.000000,1435836.000000,23.610000
2006,171629.000000,1419355.000000,23.700000
2007,152486.000000,1268623.000000,23.440000
2008,155549.000000,1183314.000000,22.330000
2009,155928.000000,1046704.000000,23.020000
2010,162341.000000,1042771.000000,22.100000
2011,169706.000000,977609.000000,22.690000
2012,184910.000000,898518.000000,21.710000
2013,168015.000000,984043.000000,22.520000
2014,139732.000000,940217.000000,23.040000
2015,187374.000000,899220.000000,22.220000
2016,200765.000000,945610.000000,22.670000
2017,191616.000000,933012.750000,22.450000
1961,0,1600.000000,4.650000
1962,0,1500.000000,4.930000
1963,0,2000.000000,5.150000
1964,0,2500.000000,5.660000
1965,0,3500.000000,6.400000
1966,0,4000.000000,7.260000
1967,0,5900.000000,10.630000
1968,0,4900.000000,9.920000
1969,0,4000.000000,6.900000
1970,0,5181.000000,10.920000
1971,0,4153.000000,8.640000
1972,0,4078.000000,8.800000
1973,0,8333.000000,10.210000
1974,0,3428.000000,6.300000
1975,0,3900.000000,9.540000
1976,0,3800.000000,8.780000
1977,0,6000.000000,16.220000
1978,0,7000.000000,20.700000
1979,0,7476.000000,20.940000
1980,0,8837.000000,21.850000
1981,0,14730.000000,42.620000
1982,0,12453.000000,34.040000
1983,0,11863.000000,31.340000
1984,0,10730.000000,27.200000
1985,0,10190.000000,25.250000
1986,0,7335.000000,17.590000
1987,0,7312.000000,10.960000
1988,0,6387.000000,15.310000
1989,0,8614.000000,16.290000
1990,0,6579.040039,14.200000
1991,0,7378.100098,20.170000
1992,0,6573.000000,11.710000
1993,0,7000.000000,14.030000
1994,0,8256.000000,16.330000
1995,0,8495.000000,16.660000
1996,0,9255.000000,18.100000
1997,0,9705.000000,19.730000
1998,0,9424.000000,17.660000
1999,0,10360.000000,19.260000
2000,0,10586.000000,22.360000
2001,0,8676.000000,19.380000
2002,0,8851.000000,17.720000
2003,0,8136.000000,17.880000
2004,0,11031.000000,17.600000
2005,0,21931.000000,14.410000
2006,0,19826.000000,10.760000
2007,0,20127.000000,12.950000
2008,0,21119.000000,13.170000
2009,0,19213.000000,13.390000
2010,0,21412.000000,11.300000
2011,0,23077.000000,12.200000
2012,0,20943.000000,12.130000
2013,0,35984.000000,12.010000
2014,0,35677.000000,12.470000
2015,0,37744.000000,12.560000
2016,0,27397.000000,11.230000
2017,0,18697.000000,11.100000
1970,0.000000,7000.000000,4.480000
1971,0.000000,8000.000000,4.880000
1972,0.000000,8000.000000,4.630000
1973,0.000000,10000.000000,5.580000
1974,0.000000,11883.000000,6.320000
1975,5.000000,8044.000000,4.440000
1976,15.000000,10465.000000,5.720000
1977,30.000000,13000.000000,6.720000
1978,47.000000,13000.000000,6.300000
1979,64.000000,13000.000000,6.040000
1980,80.000000,13000.000000,6.030000
1981,94.000000,13000.000000,5.610000
1982,111.000000,13000.000000,5.440000
1983,128.000000,13000.000000,5.490000
1984,309.000000,13000.000000,5.270000
1985,288.000000,13000.000000,5.490000
1986,193.000000,13000.000000,5.490000
1987,88.000000,13000.000000,5.350000
1988,79.000000,13000.000000,5.260000
1989,82.000000,13000.000000,5.200000
1990,105.000000,13000.000000,5.080000
1991,105.000000,13500.000000,4.760000
1992,338.000000,13000.000000,4.560000
1993,301.000000,13250.000000,4.590000
1994,255.000000,13500.000000,4.490000
1995,210.000000,13750.000000,4.390000
1996,150.000000,14000.000000,4.310000
1997,80.000000,14250.000000,4.410000
1998,80.000000,14500.000000,4.290000
1999,117.000000,15000.000000,4.500000
2000,120.000000,15000.000000,4.340000
2001,125.000000,17000.000000,4.820000
2002,125.000000,19000.000000,5.250000
2003,125.000000,21000.000000,6.000000
2004,125.000000,23000.000000,6.440000
2005,125.000000,25000.000000,6.880000
2006,140.000000,27000.000000,7.210000
2007,140.000000,29000.000000,7.940000
2008,140.000000,31000.000000,8.180000
2009,140.000000,33000.000000,8.760000
2010,170.000000,35000.000000,9.520000
2011,170.000000,35000.000000,9.280000
2012,182.000000,32000.000000,8.510000
2013,180.000000,30000.000000,7.770000
2014,180.000000,29000.000000,8.020000
2015,180.000000,28000.000000,7.930000
2016,190.000000,29000.000000,7.830000
2017,190.000000,29000.000000,7.730000
1961,0,2000.000000,1.570000
1962,0,2000.000000,1.610000
1963,0,2500.000000,1.950000
1964,0,2500.000000,2.040000
1965,0,3000.000000,2.180000
1966,0,4000.000000,2.970000
1967,0,5000.000000,3.260000
1968,0,5000.000000,3.190000
1969,0,6000.000000,3.910000
2008,30.000000,85000.000000,3.700000
2009,30.000000,88000.000000,3.610000
2010,30.000000,91000.000000,4.330000
2011,30.000000,95000.000000,5.030000
2012,30.000000,100000.000000,4.880000
2013,60.000000,120000.000000,4.740000
2014,60.000000,120020.000000,8.930000
2015,154.000000,100000.000000,7.140000
2016,94.000000,110000.000000,7.600000
2017,450.000000,107045.000000,7.180000
1961,0,45000.000000,4.480000
1962,0,45000.000000,1.990000
1963,0,45000.000000,1.950000
1964,0,50000.000000,2.520000
1965,0,55000.000000,3.020000
1966,0,60000.000000,4.510000
1967,0,60000.000000,1.980000
1968,0,65000.000000,3.370000
1969,0,65000.000000,3.530000
1970,0,70000.000000,4.120000
1971,0,70000.000000,4.880000
1972,0,70000.000000,4.900000
1973,0,70000.000000,4.940000
1974,0,75000.000000,4.400000
1975,0,75000.000000,3.500000
1976,0,75000.000000,3.510000
1977,0,80000.000000,3.910000
1978,0,75000.000000,4.220000
1979,0,70000.000000,4.170000
1980,0,60000.000000,3.770000
1981,0,55000.000000,3.190000
1982,0,30000.000000,2.530000
1983,0,40000.000000,2.580000
1984,0,50000.000000,2.880000
1985,0,55000.000000,3.090000
1986,0,60000.000000,3.280000
1987,0,70000.000000,3.530000
1988,0,58000.000000,3.790000
1989,0,64400.000000,3.940000
1990,0,70000.000000,4.170000
1991,0,60000.000000,4.930000
1992,0,80000.000000,5.510000
1993,0,87300.000000,6.010000
1994,0,80000.000000,6.230000
1995,0,90000.000000,6.230000
1996,0,100000.000000,7.020000
1997,0,85000.000000,6.500000
1998,0,51300.000000,6.640000
1999,0,59600.000000,7.070000
2000,0,83200.000000,8.820000
2001,0,75000.000000,7.890000
2002,0,70000.000000,7.470000
2003,0,71000.000000,6.670000
2004,0,74000.000000,6.230000
2005,0,77000.000000,5.510000
2006,0,79000.000000,5.040000
2007,0,82000.000000,4.230000
1961,80.000000,443159.000000,9.840000
1962,90.000000,645892.000000,11.280000
1963,100.000000,775331.000000,14.350000
1964,110.000000,1177517.000000,13.880000
1965,120.000000,730505.000000,13.030000
1966,230.000000,1405728.000000,14.000000
1967,144.000000,1086064.000000,13.740000
1968,183.000000,1392529.000000,13.790000
1969,201.000000,1110145.000000,11.590000
1970,183.000000,1230576.000000,14.540000
1971,212.000000,1516403.000000,11.910000
1972,258.000000,821074.000000,15.600000
1973,370.000000,694346.000000,15.610000
1974,443.000000,1171690.000000,13.200000
1975,543.000000,970116.000000,12.080000
1976,736.000000,1442532.000000,12.010000
1977,818.000000,1378213.000000,14.470000
1978,1093.000000,2001804.000000,16.750000
1979,1514.000000,2704733.000000,16.590000
1980,2088.000000,2897821.000000,15.870000
1981,2789.000000,3502061.000000,16.580000
1982,5316.000000,3841473.000000,13.790000
1983,1972.000000,4165537.000000,15.140000
1984,8611.000000,4665417.000000,13.990000
1985,7497.000000,4979368.000000,16.470000
1986,9941.000000,5685596.000000,15.000000
1987,13936.000000,4917724.000000,15.940000
1988,32349.000000,5344086.000000,16.090000
1989,51510.000000,6581968.000000,17.480000
1990,70464.000000,5354529.000000,17.780000
1991,105258.000000,6061055.000000,16.810000
1992,116281.000000,6511083.000000,17.000000
1993,135090.000000,6056674.000000,17.590000
1994,183747.000000,7837699.000000,17.660000
1995,206266.000000,7684846.000000,16.370000
1996,323115.000000,6909727.000000,16.530000
1997,375113.000000,5990612.000000,14.770000
1998,361430.000000,3463178.000000,12.980000
1999,305494.000000,5281824.000000,12.600000
2000,425058.000000,4547594.000000,11.540000
2001,631634.000000,4031799.000000,12.120000
2002,617303.000000,4515437.000000,12.480000
2003,607338.000000,3921103.000000,14.680000
2004,696157.000000,5317386.000000,16.010000
2005,739368.000000,4738169.000000,15.180000
2006,832329.000000,4461870.000000,14.890000
2007,806166.000000,4132856.000000,14.800000
2008,870845.000000,3939379.000000,15.170000
2009,881084.000000,3821819.000000,14.200000
2010,713241.000000,3048316.000000,13.440000
2011,969539.000000,3466961.000000,13.810000
2012,1075547.000000,3008915.000000,12.700000
2013,1045718.000000,2288885.000000,12.490000
2014,1227359.000000,2592790.000000,12.680000
2015,1057742.000000,2131953.000000,11.440000
2016,1050117.000000,1826937.000000,11.250000
2017,1219747.125000,2334421.000000,11.780000
1961,777762.000000,2395838.000000,4.290000
1962,741121.000000,2539279.000000,4.380000
1963,856931.000000,2491069.000000,4.310000
1964,1017083.000000,2466117.000000,4.100000
1965,1159540.000000,2530460.000000,4.300000
1966,1320775.000000,2504425.000000,4.190000
1967,1315911.000000,2509289.000000,4.090000
1968,1306208.000000,2625692.000000,4.130000
1969,1513849.000000,2553251.000000,3.980000
1970,1480670.000000,2490020.000000,3.800000
1971,1790968.000000,2703602.000000,4.080000
1972,1987611.000000,3008671.000000,4.360000
1973,1823366.000000,3099216.000000,4.310000
1974,1975622.000000,3384961.000000,4.670000
1975,2157727.000000,3496766.000000,4.810000
1976,2106125.000000,3597449.000000,4.870000
1977,2788044.000000,3623109.000000,4.990000
1978,2987334.000000,3451288.000000,4.720000
1979,2901626.000000,3071706.000000,4.250000
1980,3105342.000000,3146970.000000,4.390000
1981,3033775.000000,3140232.000000,4.460000
1982,3258008.000000,3508610.000000,4.980000
1983,3657489.000000,3670055.000000,5.090000
1984,4271240.000000,3940713.000000,5.730000
1985,5026016.000000,4210121.000000,6.540000
1986,5606227.000000,4810254.000000,7.700000
1987,6325967.000000,5407952.000000,8.810000
1988,7376299.000000,5812730.000000,9.610000
1989,8101298.000000,6224910.000000,10.030000
1990,8392965.000000,6714530.000000,10.440000
1991,9695110.000000,7452199.000000,10.760000
1992,12185159.000000,8422552.000000,12.120000
1993,15221669.000000,9475687.000000,14.320000
1994,18213586.000000,11017836.000000,17.230000
1995,21152498.000000,12712706.000000,20.260000
1996,23465788.000000,14333737.000000,21.910000
1997,23747400.000000,14719861.000000,22.070000
1998,25671892.000000,15472568.000000,22.840000
1999,28000956.000000,15208077.000000,23.210000
2000,29749708.000000,14823866.000000,24.070000
2001,31102502.000000,14403875.000000,23.570000
2002,33160272.000000,14426596.000000,24.660000
2003,34891716.000000,14598934.000000,25.020000
2004,37172412.000000,14786243.000000,26.200000
2005,38943268.000000,14850730.000000,26.680000
2006,40911092.000000,14995706.000000,27.550000
2007,42530160.000000,14987636.000000,28.610000
2008,44072888.000000,15157263.000000,29.720000
2009,46062876.000000,15062980.000000,31.180000
2010,47789756.000000,15054057.000000,32.160000
2011,49147608.000000,15263615.000000,32.860000
2012,52082584.000000,15446318.000000,34.680000
2013,55029056.000000,15633567.000000,34.470000
2014,57320504.000000,16363366.000000,35.930000
2015,59368940.000000,16647935.000000,37.490000
2016,62318376.000000,16019262.000000,37.960000
2017,64358480.000000,15576685.000000,38.170000
1970,0.000000,54500.000000,2.540000
1971,4.000000,37696.000000,1.930000
1972,13.000000,110687.000000,5.020000
1973,18.000000,105282.000000,4.930000
1974,31.000000,62387.000000,3.160000
1975,48.000000,66527.000000,2.910000
1976,66.000000,75043.000000,3.280000
1977,91.000000,63881.000000,3.090000
1978,123.000000,79467.000000,3.800000
1979,165.000000,63246.000000,3.270000
1980,224.000000,76000.000000,3.690000
1981,300.000000,94431.000000,4.380000
1982,400.000000,71042.000000,3.710000
1983,535.000000,57104.000000,2.430000
1984,775.000000,78514.000000,3.590000
1985,921.000000,70775.320312,3.050000
1986,1171.000000,82474.476562,3.700000
1987,1618.000000,84450.335938,3.340000
1988,3314.000000,104618.335938,3.220000
1989,5673.000000,203939.296875,2.750000
1990,10455.000000,239286.000000,2.930000
1991,12267.000000,214522.000000,2.490000
1992,23987.000000,351944.000000,3.050000
1993,23971.000000,582718.500000,3.810000
1994,25652.000000,636269.500000,2.990000
1995,36630.000000,959539.000000,4.750000
1996,29990.000000,786621.000000,4.800000
1997,43710.000000,600760.000000,5.080000
1998,45933.000000,805005.000000,5.070000
1999,52947.000000,898882.000000,4.370000
2000,61786.000000,969264.000000,4.840000
2001,57660.000000,850577.000000,5.190000
2002,57160.000000,665378.000000,5.120000
2003,60895.000000,685996.000000,5.480000
2004,60072.000000,724563.000000,5.190000
2005,61000.000000,723088.000000,5.700000
2006,70132.000000,1078727.000000,5.960000
2007,66565.000000,794967.000000,6.050000
2008,68200.000000,645653.000000,5.520000
2009,80623.000000,511846.000000,5.520000
2010,80367.000000,728933.000000,5.550000
2011,83681.000000,727586.000000,5.970000
2012,89654.000000,701721.000000,6.310000
2013,89398.000000,928327.000000,6.230000
2014,92002.000000,831987.000000,7.490000
2015,95857.000000,599246.000000,7.370000
2016,106685.000000,439986.000000,7.270000
2017,118485.000000,401284.000000,7.160000
1961,0,43300.000000,2.530000
1962,0,52000.000000,2.930000
1963,0,47700.000000,2.660000
1964,0,50300.000000,2.750000
1965,0,53500.000000,2.800000
1966,0,59200.000000,3.010000
1967,0,86200.000000,4.090000
1968,0,83600.000000,3.650000
1969,0,57600.000000,2.810000
1970,0.000000,14399.000000,21.580000
1971,0.000000,16010.000000,19.940000
1972,0.000000,24526.000000,27.450000
1973,0.000000,22200.000000,22.720000
1974,0.000000,23718.000000,19.360000
1975,0.000000,23103.000000,24.140000
1976,0.000000,26869.000000,23.770000
1977,0.000000,24364.000000,20.980000
1978,0.000000,26297.000000,26.850000
1979,0.000000,29630.000000,27.900000
1980,0.000000,31965.000000,27.280000
1981,0.000000,29665.000000,25.490000
1982,0.000000,30835.000000,27.350000
1983,48.000000,35207.000000,31.630000
1984,47.000000,32807.000000,37.280000
1985,61.000000,29878.000000,37.750000
1986,91.000000,31992.000000,35.330000
1987,121.000000,38265.000000,34.960000
1988,177.000000,43143.000000,34.010000
1989,243.000000,46306.000000,33.450000
1990,240.000000,48514.000000,33.290000
1991,243.000000,45334.000000,31.720000
1992,191.000000,39992.000000,30.900000
1993,234.000000,46748.000000,32.160000
1994,121.000000,42664.000000,26.480000
1995,139.000000,45776.000000,22.310000
1996,106.000000,45473.000000,22.960000
1997,99.000000,38082.000000,20.730000
1998,140.000000,42955.000000,20.020000
1999,190.000000,43509.000000,19.250000
2000,66.000000,45958.000000,20.030000
2001,64.000000,48830.000000,23.760000
2002,68.000000,51927.000000,19.970000
2003,69.000000,53865.000000,19.720000
2004,72.000000,57024.000000,23.200000
2005,80.000000,54616.000000,20.550000
2006,21.000000,59082.000000,20.090000
2007,25.000000,59216.000000,18.860000
2008,65.000000,54104.000000,21.800000
2009,56.000000,61218.000000,22.770000
2010,58.000000,65186.000000,20.340000
2011,68.000000,73233.000000,23.320000
2012,98.000000,81054.000000,25.240000
2013,119.000000,73117.000000,26.460000
2014,134.000000,73438.000000,27.930000
2015,153.000000,69242.000000,25.190000
2016,177.000000,86748.000000,27.670000
2017,207.000000,94955.000000,29.340000
1961,0,11000.000000,27.480000
1962,0,12600.000000,23.400000
1963,0,12500.000000,24.320000
1964,0,13600.000000,28.010000
1965,0,14000.000000,24.480000
1966,0,14200.000000,25.540000
1967,0,13600.000000,24.660000
1968,0,14100.000000,25.560000
1969,0,13900.000000,26.210000
1970,0.000000,8100.000000,4.110000
1971,0.000000,10560.000000,4.890000
1972,0.000000,12550.000000,6.030000
1973,0.000000,12360.000000,5.240000
1974,0.000000,15554.000000,5.180000
1975,2.000000,16172.000000,5.930000
1976,4.000000,14197.000000,4.880000
1977,9.000000,15392.000000,5.310000
1978,13.000000,22642.000000,9.290000
1979,19.000000,20766.000000,7.280000
1980,27.000000,16426.000000,6.970000
1981,41.000000,16010.000000,5.310000
1982,58.000000,12567.000000,3.420000
1983,79.000000,11108.000000,3.630000
1984,185.000000,16390.000000,5.480000
1985,106.000000,20383.000000,5.710000
1986,106.000000,22951.000000,6.100000
1987,270.000000,16970.000000,4.550000
1988,399.000000,16670.000000,3.450000
1989,410.000000,17030.000000,4.190000
1990,573.000000,18370.000000,5.660000
1991,1975.000000,16043.000000,4.410000
1992,2244.000000,16010.000000,4.000000
1993,3335.000000,16172.000000,6.000000
1994,3910.000000,17134.000000,4.880000
1995,6756.000000,17441.000000,5.190000
1996,6986.000000,24335.000000,4.110000
1997,7000.000000,26696.000000,5.040000
1998,7937.000000,24660.000000,5.480000
1999,9324.000000,28029.000000,6.580000
2000,9708.000000,35163.000000,4.330000
2001,10520.000000,34016.000000,4.070000
2002,17892.000000,33045.000000,6.030000
2003,20546.000000,29556.000000,7.290000
2004,24708.000000,20000.000000,8.010000
2005,24038.000000,21489.000000,7.660000
2006,19962.000000,19195.000000,8.030000
2007,25765.000000,19751.000000,10.150000
2008,27059.000000,21405.000000,10.350000
2009,24754.300781,19814.000000,11.020000
2010,26839.000000,17916.000000,10.960000
2011,27713.500000,13931.000000,13.220000
2012,27287.000000,15045.000000,13.170000
2013,30352.000000,18558.000000,12.900000
2014,26765.500000,14746.000000,14.200000
2015,22502.500000,14750.000000,14.730000
2016,20820.000000,13673.000000,16.550000
2017,20820.000000,13673.000000,18.460000
1961,0,2400.000000,1.990000
1962,0,2500.000000,2.130000
1963,0,2400.000000,2.360000
1964,0,3600.000000,2.790000
1965,0,3400.000000,2.520000
1966,0,3300.000000,2.500000
1967,0,3500.000000,2.500000
1968,0,5000.000000,3.300000
1969,0,4100.000000,2.060000
1984,21.000000,73680.000000,15.180000
1985,60.000000,101867.000000,17.930000
1986,213.000000,103435.000000,19.570000
1987,229.000000,101453.000000,19.230000
1988,170.000000,89336.000000,22.610000
1989,168.000000,99003.000000,21.400000
1990,100.000000,95000.000000,18.950000
1991,253.000000,82855.000000,15.550000
1992,306.000000,87039.000000,16.710000
1993,351.000000,69823.000000,14.580000
1994,117.000000,73978.000000,12.480000
1995,386.000000,70189.000000,13.700000
1996,1128.000000,72711.000000,13.680000
1997,450.000000,67167.000000,12.920000
1998,862.000000,72528.000000,14.760000
1999,1000.000000,78273.000000,17.990000
2000,1197.000000,80323.000000,13.130000
2001,1025.000000,76005.000000,14.480000
2002,806.000000,69870.000000,14.080000
2003,866.000000,68903.000000,15.310000
2004,866.000000,54401.000000,13.480000
2005,866.000000,42665.000000,15.350000
2006,866.000000,54830.000000,14.920000
2007,1290.000000,47300.000000,14.670000
2008,1290.000000,43799.000000,17.360000
2009,1340.000000,42893.000000,19.130000
2010,1700.000000,48038.000000,18.080000
2011,3394.000000,52468.000000,18.140000
2012,3720.000000,52565.000000,15.860000
2013,3720.000000,61334.000000,15.480000
2014,3750.000000,74799.000000,16.510000
2015,4000.000000,98546.000000,18.370000
2016,4392.000000,104234.000000,18.430000
2017,4500.000000,91249.000000,17.970000
1961,0,42100.000000,14.750000
1962,0,43600.000000,13.640000
1963,0,45600.000000,14.010000
1964,0,54600.000000,14.980000
1965,0,59500.000000,16.550000
1966,0,60800.000000,16.720000
1967,0,66100.000000,16.820000
1968,0,68400.000000,16.820000
1969,0,67400.000000,16.990000
1970,0,64302.000000,16.720000
1971,0,77530.000000,18.690000
1972,0,75199.000000,18.250000
1973,0,60763.000000,17.610000
1974,0,66690.000000,23.360000
1975,0,58590.000000,21.580000
1976,0,75917.000000,21.800000
1977,0,67054.000000,16.600000
1978,0,65012.000000,16.460000
1979,0,73621.000000,19.560000
1980,0,70068.000000,17.800000
1981,0,75586.000000,20.040000
1982,0,73753.000000,17.620000
1983,0,79858.000000,14.790000
1992,6802.000000,26732.078125,2.610000
1993,4603.000000,26630.273438,1.590000
1994,4941.000000,17481.007812,2.450000
1995,4007.000000,16268.053711,2.800000
1996,2889.000000,18236.996094,3.420000
1997,3510.000000,17041.492188,3.380000
1998,5989.000000,21946.078125,4.300000
1999,6313.000000,18909.191406,4.160000
2000,6876.000000,21068.244141,7.270000
2001,10468.000000,18551.125000,10.590000
2002,9095.000000,21239.539062,14.160000
2003,9505.000000,19958.035156,14.680000
2004,10917.000000,30172.121094,13.600000
2005,12127.000000,34695.089844,17.350000
2006,15497.000000,37876.132812,18.000000
2007,14045.000000,40228.632812,16.400000
2008,13878.000000,49068.078125,19.840000
2009,14228.549805,55790.500000,18.640000
2010,13990.509766,52867.300781,17.860000
2011,12846.000000,71396.062500,19.600000
2012,10440.361328,64389.179688,18.520000
2013,12018.900391,75831.343750,18.980000
2014,13149.235352,80369.000000,18.030000
2015,15571.495117,73947.000000,16.810000
2016,15804.758789,73305.500000,17.020000
2017,16033.800781,69945.656250,18.740000
1961,0.000000,30600.000000,7.280000
1962,0.000000,35000.000000,6.450000
1963,0.000000,35612.000000,10.100000
1964,0.000000,37165.000000,12.860000
1965,0.000000,41080.000000,9.460000
1966,0.000000,43826.000000,11.780000
1967,20.000000,65955.000000,15.870000
1968,80.000000,66170.000000,13.640000
1969,220.000000,78699.000000,13.910000
1970,350.000000,104150.000000,15.080000
1971,460.000000,126650.000000,19.340000
1972,570.000000,139141.000000,17.380000
1973,680.000000,149707.000000,19.780000
1974,810.000000,163819.000000,20.260000
1975,1040.000000,143013.000000,20.840000
1976,1310.000000,193180.000000,20.130000
1977,1320.000000,183439.000000,17.710000
1978,1690.000000,211486.000000,16.640000
1979,1990.000000,151711.000000,12.360000
1980,2309.000000,184141.000000,17.740000
1981,2977.000000,161857.000000,18.190000
1982,3779.000000,191517.000000,18.350000
1983,4145.000000,194349.000000,19.620000
1984,4383.000000,195475.296875,17.920000
1985,4637.000000,215225.906250,20.480000
1986,4626.000000,239932.296875,20.280000
1987,5578.000000,209195.593750,20.790000
1988,5768.000000,225323.093750,20.740000
1989,6036.000000,185846.906250,17.770000
1990,8174.000000,179893.796875,17.900000
1991,8261.000000,162800.593750,13.990000
1992,10977.000000,100966.796875,12.620000
1993,12774.000000,84934.296875,13.730000
1994,16273.000000,77701.398438,12.350000
1995,22276.000000,80165.203125,13.730000
1996,36354.000000,84548.796875,13.400000
1997,36367.000000,77307.500000,12.210000
1998,39603.000000,58746.101562,11.740000
1999,40166.000000,60648.101562,9.900000
2000,32780.000000,68488.000000,11.340000
2001,25569.000000,54711.000000,10.310000
2002,27044.000000,32587.000000,6.420000
2003,26897.000000,34088.000000,8.410000
2004,27562.000000,32195.000000,9.610000
2005,22635.000000,28235.000000,8.390000
2006,27210.000000,27587.000000,6.880000
2007,37526.000000,29485.000000,8.860000
2008,36685.000000,28715.000000,9.200000
2009,36002.000000,28892.000000,8.060000
2010,31422.000000,23996.000000,5.750000
