Production,Captures,Fish-Consumption,Price
51510.000000,6581968.000000,17.480000,6581968
70464.000000,5354529.000000,17.780000,5354529
105258.000000,6061055.000000,16.810000,6061055
116281.000000,6511083.000000,17.000000,6511083
135090.000000,6056674.000000,17.590000,6056674
183747.000000,7837699.000000,17.660000,7837699
206266.000000,7684846.000000,16.370000,7684846
323115.000000,6909727.000000,16.530000,6909727
375113.000000,5990612.000000,14.770000,5990612
361430.000000,3463178.000000,12.980000,3463178
305494.000000,5281824.000000,12.600000,5281824
425058.000000,4547594.000000,11.540000,4547594
631634.000000,4031799.000000,12.120000,4031799
617303.000000,4515437.000000,12.480000,4515437
607338.000000,3921103.000000,14.680000,3921103
696157.000000,5317386.000000,16.010000,5317386
739368.000000,4738169.000000,15.180000,4738169
832329.000000,4461870.000000,14.890000,4461870
806166.000000,4132856.000000,14.800000,4132856
870845.000000,3939379.000000,15.170000,3939379
881084.000000,3821819.000000,14.200000,3821819
713241.000000,3048316.000000,13.440000,3048316
969539.000000,3466961.000000,13.810000,3466961
1075547.000000,3008915.000000,12.700000,3008915
1045718.000000,2288885.000000,12.490000,2288885
1227359.000000,2592790.000000,12.680000,2592790
1057742.000000,2131953.000000,11.440000,2131953
1050117.000000,1826937.000000,11.250000,1826937
1219747.125000,2334421.000000,11.780000,2334421
777762.000000,2395838.000000,4.290000,2395838
741121.000000,2539279.000000,4.380000,2539279
856931.000000,2491069.000000,4.310000,2491069
1017083.000000,2466117.000000,4.100000,2466117
1159540.000000,2530460.000000,4.300000,2530460
1320775.000000,2504425.000000,4.190000,2504425
1315911.000000,2509289.000000,4.090000,2509289
1306208.000000,2625692.000000,4.130000,2625692
1513849.000000,2553251.000000,3.980000,2553251
1480670.000000,2490020.000000,3.800000,2490020
1790968.000000,2703602.000000,4.080000,2703602
1987611.000000,3008671.000000,4.360000,3008671
1823366.000000,3099216.000000,4.310000,3099216
1975622.000000,3384961.000000,4.670000,3384961
2157727.000000,3496766.000000,4.810000,3496766
2106125.000000,3597449.000000,4.870000,3597449
2788044.000000,3623109.000000,4.990000,3623109
2987334.000000,3451288.000000,4.720000,3451288
2901626.000000,3071706.000000,4.250000,3071706
3105342.000000,3146970.000000,4.390000,3146970
3033775.000000,3140232.000000,4.460000,3140232
3258008.000000,3508610.000000,4.980000,3508610
3657489.000000,3670055.000000,5.090000,3670055
4271240.000000,3940713.000000,5.730000,3940713
5026016.000000,4210121.000000,6.540000,4210121
5606227.000000,4810254.000000,7.700000,4810254
6325967.000000,5407952.000000,8.810000,5407952
7376299.000000,5812730.000000,9.610000,5812730
8101298.000000,6224910.000000,10.030000,6224910
8392965.000000,6714530.000000,10.440000,6714530
9695110.000000,7452199.000000,10.760000,7452199
12185159.000000,8422552.000000,12.120000,8422552
15221669.000000,9475687.000000,14.320000,9475687
18213586.000000,11017836.000000,17.230000,11017836
21152498.000000,12712706.000000,20.260000,12712706
23465788.000000,14333737.000000,21.910000,14333737
23747400.000000,14719861.000000,22.070000,14719861
25671892.000000,15472568.000000,22.840000,15472568
28000956.000000,15208077.000000,23.210000,15208077
29749708.000000,14823866.000000,24.070000,14823866
31102502.000000,14403875.000000,23.570000,14403875
33160272.000000,14426596.000000,24.660000,14426596
34891716.000000,14598934.000000,25.020000,14598934
37172412.000000,14786243.000000,26.200000,14786243
38943268.000000,14850730.000000,26.680000,14850730
40911092.000000,14995706.000000,27.550000,14995706
42530160.000000,14987636.000000,28.610000,14987636
44072888.000000,15157263.000000,29.720000,15157263
46062876.000000,15062980.000000,31.180000,15062980
47789756.000000,15054057.000000,32.160000,15054057
49147608.000000,15263615.000000,32.860000,15263615
52082584.000000,15446318.000000,34.680000,15446318
55029056.000000,15633567.000000,34.470000,15633567
57320504.000000,16363366.000000,35.930000,16363366
59368940.000000,16647935.000000,37.490000,16647935
62318376.000000,16019262.000000,37.960000,16019262
64358480.000000,15576685.000000,38.170000,15576685
0.000000,54500.000000,2.540000,54500
4.000000,37696.000000,1.930000,37696
13.000000,110687.000000,5.020000,110687
18.000000,105282.000000,4.930000,105282
31.000000,62387.000000,3.160000,62387
48.000000,66527.000000,2.910000,66527
66.000000,75043.000000,3.280000,75043
91.000000,63881.000000,3.090000,63881
123.000000,79467.000000,3.800000,79467
165.000000,63246.000000,3.270000,63246
224.000000,76000.000000,3.690000,76000
300.000000,94431.000000,4.380000,94431
400.000000,71042.000000,3.710000,71042
535.000000,57104.000000,2.430000,57104
775.000000,78514.000000,3.590000,78514
921.000000,70775.320312,3.050000,70775.3203125
1171.000000,82474.476562,3.700000,82474.4765625
1618.000000,84450.335938,3.340000,84450.3359375
3314.000000,104618.335938,3.220000,104618.3359375
5673.000000,203939.296875,2.750000,203939.296875
10455.000000,239286.000000,2.930000,239286
12267.000000,214522.000000,2.490000,214522
23987.000000,351944.000000,3.050000,351944
23971.000000,582718.500000,3.810000,582718.5
25652.000000,636269.500000,2.990000,636269.5
36630.000000,959539.000000,4.750000,959539
29990.000000,786621.000000,4.800000,786621
43710.000000,600760.000000,5.080000,600760
45933.000000,805005.000000,5.070000,805005
52947.000000,898882.000000,4.370000,898882
61786.000000,969264.000000,4.840000,969264
57660.000000,850577.000000,5.190000,850577
57160.000000,665378.000000,5.120000,665378
60895.000000,685996.000000,5.480000,685996
60072.000000,724563.000000,5.190000,724563
61000.000000,723088.000000,5.700000,723088
70132.000000,1078727.000000,5.960000,1078727
66565.000000,794967.000000,6.050000,794967
68200.000000,645653.000000,5.520000,645653
80623.000000,511846.000000,5.520000,511846
80367.000000,728933.000000,5.550000,728933
83681.000000,727586.000000,5.970000,727586
89654.000000,701721.000000,6.310000,701721
89398.000000,928327.000000,6.230000,928327
92002.000000,831987.000000,7.490000,831987
95857.000000,599246.000000,7.370000,599246
106685.000000,439986.000000,7.270000,439986
118485.000000,401284.000000,7.160000,401284
0,43300.000000,2.530000,43300
0,52000.000000,2.930000,52000
0,47700.000000,2.660000,47700
0,50300.000000,2.750000,50300
0,53500.000000,2.800000,53500
0,59200.000000,3.010000,59200
0,86200.000000,4.090000,86200
0,83600.000000,3.650000,83600
0,57600.000000,2.810000,57600
0.000000,8100.000000,4.110000,8100
0.000000,10560.000000,4.890000,10560
0.000000,12550.000000,6.030000,12550
0.000000,12360.000000,5.240000,12360
0.000000,15554.000000,5.180000,15554
2.000000,16172.000000,5.930000,16172
4.000000,14197.000000,4.880000,14197
9.000000,15392.000000,5.310000,15392
13.000000,22642.000000,9.290000,22642
19.000000,20766.000000,7.280000,20766
27.000000,16426.000000,6.970000,16426
41.000000,16010.000000,5.310000,16010
58.000000,12567.000000,3.420000,12567
79.000000,11108.000000,3.630000,11108
185.000000,16390.000000,5.480000,16390
106.000000,20383.000000,5.710000,20383
106.000000,22951.000000,6.100000,22951
270.000000,16970.000000,4.550000,16970
399.000000,16670.000000,3.450000,16670
410.000000,17030.000000,4.190000,17030
573.000000,18370.000000,5.660000,18370
1975.000000,16043.000000,4.410000,16043
2244.000000,16010.000000,4.000000,16010
3335.000000,16172.000000,6.000000,16172
3910.000000,17134.000000,4.880000,17134
6756.000000,17441.000000,5.190000,17441
6986.000000,24335.000000,4.110000,24335
7000.000000,26696.000000,5.040000,26696
7937.000000,24660.000000,5.480000,24660
9324.000000,28029.000000,6.580000,28029
9708.000000,35163.000000,4.330000,35163
10520.000000,34016.000000,4.070000,34016
17892.000000,33045.000000,6.030000,33045
20546.000000,29556.000000,7.290000,29556
24708.000000,20000.000000,8.010000,20000
24038.000000,21489.000000,7.660000,21489
19962.000000,19195.000000,8.030000,19195
25765.000000,19751.000000,10.150000,19751
27059.000000,21405.000000,10.350000,21405
24754.300781,19814.000000,11.020000,19814
26839.000000,17916.000000,10.960000,17916
27713.500000,13931.000000,13.220000,13931
27287.000000,15045.000000,13.170000,15045
30352.000000,18558.000000,12.900000,18558
26765.500000,14746.000000,14.200000,14746
22502.500000,14750.000000,14.730000,14750
20820.000000,13673.000000,16.550000,13673
20820.000000,13673.000000,18.460000,13673
0,2400.000000,1.990000,2400
0,2500.000000,2.130000,2500
0,2400.000000,2.360000,2400
0,3600.000000,2.790000,3600
0,3400.000000,2.520000,3400
0,3300.000000,2.500000,3300
0,3500.000000,2.500000,3500
0,5000.000000,3.300000,5000
0,4100.000000,2.060000,4100
21.000000,73680.000000,15.180000,73680
60.000000,101867.000000,17.930000,101867
213.000000,103435.000000,19.570000,103435
229.000000,101453.000000,19.230000,101453
170.000000,89336.000000,22.610000,89336
168.000000,99003.000000,21.400000,99003
100.000000,95000.000000,18.950000,95000
253.000000,82855.000000,15.550000,82855
306.000000,87039.000000,16.710000,87039
351.000000,69823.000000,14.580000,69823
117.000000,73978.000000,12.480000,73978
386.000000,70189.000000,13.700000,70189
1128.000000,72711.000000,13.680000,72711
450.000000,67167.000000,12.920000,67167
862.000000,72528.000000,14.760000,72528
1000.000000,78273.000000,17.990000,78273
1197.000000,80323.000000,13.130000,80323
1025.000000,76005.000000,14.480000,76005
806.000000,69870.000000,14.080000,69870
866.000000,68903.000000,15.310000,68903
866.000000,54401.000000,13.480000,54401
866.000000,42665.000000,15.350000,42665
866.000000,54830.000000,14.920000,54830
1290.000000,47300.000000,14.670000,47300
1290.000000,43799.000000,17.360000,43799
1340.000000,42893.000000,19.130000,42893
1700.000000,48038.000000,18.080000,48038
3394.000000,52468.000000,18.140000,52468
3720.000000,52565.000000,15.860000,52565
3720.000000,61334.000000,15.480000,61334
3750.000000,74799.000000,16.510000,74799
4000.000000,98546.000000,18.370000,98546
4392.000000,104234.000000,18.430000,104234
4500.000000,91249.000000,17.970000,91249
0,42100.000000,14.750000,42100
0,43600.000000,13.640000,43600
0,45600.000000,14.010000,45600
0,54600.000000,14.980000,54600
0,59500.000000,16.550000,59500
0,60800.000000,16.720000,60800
0,66100.000000,16.820000,66100
0,68400.000000,16.820000,68400
0,67400.000000,16.990000,67400
0,64302.000000,16.720000,64302
0,77530.000000,18.690000,77530
0,75199.000000,18.250000,75199
0,60763.000000,17.610000,60763
0,66690.000000,23.360000,66690
0,58590.000000,21.580000,58590
0,75917.000000,21.800000,75917
0,67054.000000,16.600000,67054
0,65012.000000,16.460000,65012
0,73621.000000,19.560000,73621
0,70068.000000,17.800000,70068
0,75586.000000,20.040000,75586
0,73753.000000,17.620000,73753
0,79858.000000,14.790000,79858
6802.000000,26732.078125,2.610000,26732.078125
4603.000000,26630.273438,1.590000,26630.2734375
4941.000000,17481.007812,2.450000,17481.0078125
4007.000000,16268.053711,2.800000,16268.0537109375
2889.000000,18236.996094,3.420000,18236.99609375
3510.000000,17041.492188,3.380000,17041.4921875
5989.000000,21946.078125,4.300000,21946.078125
6313.000000,18909.191406,4.160000,18909.19140625
6876.000000,21068.244141,7.270000,21068.244140625
10468.000000,18551.125000,10.590000,18551.125
9095.000000,21239.539062,14.160000,21239.5390625
9505.000000,19958.035156,14.680000,19958.03515625
10917.000000,30172.121094,13.600000,30172.12109375
12127.000000,34695.089844,17.350000,34695.08984375
15497.000000,37876.132812,18.000000,37876.1328125
14045.000000,40228.632812,16.400000,40228.6328125
13878.000000,49068.078125,19.840000,49068.078125
14228.549805,55790.500000,18.640000,55790.5
13990.509766,52867.300781,17.860000,52867.30078125
12846.000000,71396.062500,19.600000,71396.0625
10440.361328,64389.179688,18.520000,64389.1796875
12018.900391,75831.343750,18.980000,75831.34375
13149.235352,80369.000000,18.030000,80369
15571.495117,73947.000000,16.810000,73947
15804.758789,73305.500000,17.020000,73305.5
16033.800781,69945.656250,18.740000,69945.65625
0.000000,30600.000000,7.280000,30600
0.000000,35000.000000,6.450000,35000
0.000000,35612.000000,10.100000,35612
0.000000,37165.000000,12.860000,37165
0.000000,41080.000000,9.460000,41080
0.000000,43826.000000,11.780000,43826
20.000000,65955.000000,15.870000,65955
80.000000,66170.000000,13.640000,66170
220.000000,78699.000000,13.910000,78699
350.000000,104150.000000,15.080000,104150
460.000000,126650.000000,19.340000,126650
570.000000,139141.000000,17.380000,139141
680.000000,149707.000000,19.780000,149707
810.000000,163819.000000,20.260000,163819
1040.000000,143013.000000,20.840000,143013
1310.000000,193180.000000,20.130000,193180
1320.000000,183439.000000,17.710000,183439
1690.000000,211486.000000,16.640000,211486
1990.000000,151711.000000,12.360000,151711
2309.000000,184141.000000,17.740000,184141
2977.000000,161857.000000,18.190000,161857
3779.000000,191517.000000,18.350000,191517
4145.000000,194349.000000,19.620000,194349
4383.000000,195475.296875,17.920000,195475.296875
4637.000000,215225.906250,20.480000,215225.90625
4626.000000,239932.296875,20.280000,239932.296875
5578.000000,209195.593750,20.790000,209195.59375
5768.000000,225323.093750,20.740000,225323.09375
6036.000000,185846.906250,17.770000,185846.90625
8174.000000,179893.796875,17.900000,179893.796875
8261.000000,162800.593750,13.990000,162800.59375
10977.000000,100966.796875,12.620000,100966.796875
12774.000000,84934.296875,13.730000,84934.296875
16273.000000,77701.398438,12.350000,77701.3984375
22276.000000,80165.203125,13.730000,80165.203125
36354.000000,84548.796875,13.400000,84548.796875
36367.000000,77307.500000,12.210000,77307.5
39603.000000,58746.101562,11.740000,58746.1015625
40166.000000,60648.101562,9.900000,60648.1015625
32780.000000,68488.000000,11.340000,68488
25569.000000,54711.000000,10.310000,54711
27044.000000,32587.000000,6.420000,32587
26897.000000,34088.000000,8.410000,34088
27562.000000,32195.000000,9.610000,32195
22635.000000,28235.000000,8.390000,28235
27210.000000,27587.000000,6.880000,27587
37526.000000,29485.000000,8.860000,29485
36685.000000,28715.000000,9.200000,28715
36002.000000,28892.000000,8.060000,28892
31422.000000,23996.000000,5.750000,23996
24597.800781,24106.000000,5.510000,24106
26179.199219,22320.000000,5.480000,22320
29577.699219,22103.000000,5.570000,22103
31282.599609,25056.000000,6.280000,25056
32056.000000,25634.000000,6.850000,25634
29185.000000,23574.000000,6.250000,23574
31210.000000,21548.000000,5.690000,21548
0.000000,1363.000000,6.990000,1363
0.000000,1255.000000,7.490000,1255
0.000000,1340.000000,7.290000,1340
0.000000,1459.000000,8.090000,1459
41.000000,1180.000000,5.060000,1180
31.000000,919.000000,7.700000,919
31.000000,1052.000000,5.220000,1052
31.000000,1189.000000,6.640000,1189
31.000000,1245.000000,9.240000,1245
31.000000,1283.000000,6.710000,1283
31.000000,1308.000000,7.540000,1308
36.000000,1426.000000,7.630000,1426
46.000000,1545.000000,10.830000,1545
50.000000,1938.770996,9.910000,1938.77099609375
60.000000,2206.000000,10.940000,2206
56.000000,2382.000000,12.550000,2382
57.000000,2541.387939,12.700000,2541.38793945313
50.000000,2543.000000,16.100000,2543
59.000000,2505.000000,14.550000,2505
84.000000,2542.000000,14.990000,2542
125.000000,2584.000000,14.900000,2584
127.000000,2921.000000,14.760000,2921
155.000000,9336.000000,18.310000,9336
259.000000,10016.000000,16.090000,10016
291.000000,9427.000000,17.680000,9427
452.000000,9320.000000,19.760000,9320
787.000000,12526.000000,17.790000,12526
969.000000,24819.000000,17.980000,24819
1178.000000,19304.000000,19.610000,19304
1422.000000,39638.000000,19.420000,39638
1878.000000,68345.000000,18.670000,68345
1883.000000,54723.000000,19.300000,54723
1862.000000,141079.000000,18.100000,141079
1821.000000,47740.000000,17.510000,47740
2445.000000,78724.000000,18.010000,78724
2436.000000,61313.000000,19.060000,61313
2787.000000,29940.000000,19.940000,29940
2450.000000,2446.000000,21.810000,2446
2887.000000,1996.000000,22.370000,1996
3415.500000,1409.000000,21.850000,1409
4115.799805,1395.000000,22.220000,1395
4666.979980,1188.000000,22.070000,1188
4333.709961,1323.000000,21.840000,1323
5339.100098,1183.000000,21.610000,1183
4835.100098,1268.000000,23.920000,1268
5458.560059,1488.000000,23.050000,1488
6624.959961,1494.000000,23.550000,1494
7275.109863,1756.000000,24.940000,1756
0,400.000000,5.730000,400
0,600.000000,6.230000,600
0,600.000000,7.530000,600
0,600.000000,7.170000,600
0,1006.000000,7.070000,1006
0,1009.000000,7.190000,1009
0,1014.000000,8.310000,1014
0,1412.000000,8.130000,1412
0,1409.000000,8.020000,1409
7538.000000,629954.000000,16.510000,629954
7700.000000,777402.000000,17.530000,777402
7824.000000,840080.000000,18.080000,840080
8263.000000,862798.000000,18.540000,862798
10809.000000,830021.000000,18.460000,830021
10135.000000,840667.000000,19.340000,840667
10638.000000,1059777.000000,20.020000,1059777
12178.000000,1454630.000000,20.590000,1454630
11147.000000,1264254.000000,22.330000,1264254
9272.000000,1217228.000000,21.150000,1217228
11910.000000,1388991.000000,19.780000,1388991
13914.000000,1429007.000000,21.180000,1429007
13176.000000,1430486.000000,22.250000,1430486
12190.000000,1823180.000000,21.760000,1823180
15188.000000,1751851.000000,19.900000,1751851
14149.000000,1905048.000000,20.590000,1905048
13633.000000,1792979.000000,20.830000,1792979
16060.000000,1734709.000000,20.160000,1734709
17118.000000,1724138.000000,20.270000,1724138
18555.000000,2013518.000000,20.860000,2013518
21202.000000,1838243.000000,21.090000,1838243
21655.000000,1909718.000000,20.810000,1909718
25363.000000,1845546.000000,21.060000,1845546
23609.000000,1827875.000000,20.910000,1827875
24244.000000,1772745.000000,20.910000,1772745
24402.000000,1825356.000000,21.640000,1825356
25851.000000,1681965.000000,21.570000,1681965
28659.000000,1945755.000000,22.450000,1945755
33059.000000,1896338.000000,23.120000,1896338
41946.000000,1475700.000000,22.700000,1475700
42098.000000,1751238.000000,22.590000,1751238
43264.000000,1953946.000000,24.020000,1953946
39739.000000,1618738.000000,23.660000,1618738
42892.000000,1877765.000000,25.530000,1877765
44730.000000,2006033.000000,25.510000,2006033
41924.000000,1681518.000000,23.230000,1681518
39697.000000,1826852.000000,23.390000,1826852
42368.000000,1562541.000000,22.840000,1562541
42670.000000,1409227.000000,22.850000,1409227
43609.000000,1538238.000000,22.280000,1538238
41573.000000,1514581.000000,21.430000,1514581
32026.000000,1442348.000000,20.470000,1442348
37772.000000,1031221.000000,22.930000,1031221
42814.000000,1090596.000000,23.140000,1090596
39012.000000,910598.000000,24.470000,910598
37188.000000,867721.000000,23.040000,867721
31168.000000,653053.000000,22.120000,653053
36066.000000,690584.000000,22.190000,690584
35130.398438,777752.000000,23.150000,777752
36175.000000,828089.000000,23.020000,828089
35918.000000,716387.000000,23.010000,716387
34585.539062,502790.000000,22.830000,502790
37707.199219,668480.000000,23.160000,668480
34382.199219,745146.000000,22.970000,745146
35866.699219,869013.000000,22.880000,869013
36337.000000,670328.000000,22.780000,670328
37498.000000,904572.000000,22.700000,904572
0,800.000000,4.550000,800
0,900.000000,4.260000,900
0,1000.000000,3.960000,1000
0,300.000000,2.780000,300
0,300.000000,2.610000,300
0,300.000000,2.440000,300
0,300.000000,2.290000,300
0,300.000000,2.140000,300
0,300.000000,2.000000,300
0,300.000000,1.880000,300
0,300.000000,1.780000,300
0,100.000000,0.560000,100
0,200.000000,1.050000,200
0,380.000000,1.850000,380
0,300.000000,1.340000,300
0,230.000000,0.920000,230
0,230.000000,0.830000,230
0,230.000000,0.750000,230
0,231.000000,0.690000,231
0,251.000000,0.700000,251
0,385.000000,1.030000,385
0,426.000000,2.500000,426
0,409.000000,1.990000,409
0,409.000000,2.730000,409
0,380.000000,3.130000,380
0,409.000000,1.850000,409
0,426.000000,1.190000,426
0,454.000000,1.680000,454
0,399.000000,1.180000,399
0,360.000000,0.900000,360
0,252.000000,0.780000,252
0,275.000000,1.640000,275
0,300.000000,1.630000,300
0,320.000000,1.650000,320
0,350.000000,1.360000,350
0,400.000000,1.360000,400
0,500.000000,2.460000,500
0,600.000000,2.250000,600
0,700.000000,2.650000,700
0,800.000000,2.510000,800
0,900.000000,1.910000,900
0,1000.000000,2.330000,1000
0,1100.000000,1.980000,1100
0,1200.000000,2.880000,1200
0,1571.000000,2.860000,1571
0,1299.000000,3.250000,1299
0,1229.000000,2.990000,1229
0,1206.000000,2.550000,1206
0,1058.000000,2.300000,1058
0,1590.000000,2.610000,1590
0,1667.000000,3.040000,1667
0,2167.000000,3.680000,2167
0,1702.000000,3.750000,1702
0,2298.000000,3.810000,2298
0,2012.000000,4.820000,2012
0,2220.000000,5.760000,2220
0,2022.000000,3.690000,2022
0.000000,700.000000,19.740000,700
0.000000,640.000000,19.130000,640
0.000000,644.000000,18.530000,644
0.000000,500.000000,15.290000,500
0.000000,500.000000,15.920000,500
0.000000,500.000000,19.040000,500
0.000000,458.000000,21.500000,458
0.000000,552.000000,22.880000,552
6.000000,711.000000,25.280000,711
3.000000,794.000000,27.020000,794
3.000000,882.000000,28.220000,882
4.000000,950.000000,32.760000,950
4.000000,1030.000000,33.360000,1030
5.000000,1079.000000,29.450000,1079
5.000000,1212.000000,38.200000,1212
5.000000,1200.000000,40.730000,1200
7.000000,1200.000000,39.910000,1200
12.000000,1200.000000,37.230000,1200
13.000000,1198.000000,36.970000,1198
13.000000,950.000000,32.000000,950
18.000000,700.000000,30.290000,700
19.000000,579.000000,25.870000,579
24.000000,694.000000,24.590000,694
24.000000,677.000000,27.870000,677
24.000000,699.000000,26.810000,699
24.000000,772.000000,29.930000,772
11.000000,700.000000,23.790000,700
6.000000,662.000000,22.740000,662
6.000000,625.000000,21.150000,625
6.000000,527.000000,20.460000,527
6.000000,1029.000000,32.680000,1029
6.000000,990.000000,32.590000,990
6.000000,809.000000,28.720000,809
0.000000,784.000000,28.060000,784
0,500.000000,20.490000,500
0,600.000000,25.810000,600
0,600.000000,25.400000,600
0,600.000000,25.000000,600
0,500.000000,30.770000,500
0,500.000000,25.000000,500
0,500.000000,24.260000,500
0,600.000000,25.360000,600
0,600.000000,27.140000,600
0,500.000000,21.830000,500
0,600.000000,22.920000,600
0,700.000000,27.080000,700
0,800.000000,28.470000,800
0,900.000000,29.860000,900
0,1001.000000,25.010000,1001
0,1024.000000,24.900000,1024
0,1047.000000,25.360000,1047
0,1070.000000,25.960000,1070
0,642.000000,18.260000,642
0,1445.000000,26.240000,1445
0,1514.000000,25.350000,1514
0,1545.000000,28.930000,1545
0,800.000000,17.750000,800
0.000000,5200.000000,7.800000,5200
0.000000,4600.000000,6.710000,4600
0.000000,5600.000000,5.970000,5600
0.000000,9200.000000,5.150000,9200
0.000000,6810.000000,3.900000,6810
0.000000,5906.000000,5.240000,5906
0.000000,7053.000000,5.640000,7053
0.000000,4594.000000,6.520000,4594
0.000000,5086.000000,5.920000,5086
0.000000,7885.000000,7.300000,7885
0.000000,10658.000000,8.660000,10658
0.000000,12003.000000,7.170000,12003
0.000000,13169.000000,7.060000,13169
3.000000,12849.000000,6.520000,12849
50.000000,13875.000000,4.940000,13875
193.000000,17009.900391,7.500000,17009.900390625
301.000000,16988.099609,8.840000,16988.099609375
323.000000,20129.000000,7.760000,20129
277.000000,12663.000000,7.330000,12663
221.000000,21663.000000,8.870000,21663
280.000000,19495.000000,8.580000,19495
615.000000,16839.000000,6.180000,16839
815.000000,12846.000000,5.880000,12846
1347.000000,12857.000000,7.010000,12857
3982.000000,22832.000000,8.620000,22832
2206.000000,17874.000000,7.710000,17874
789.000000,12894.000000,7.210000,12894
677.000000,14535.000000,8.080000,14535
810.000000,10171.000000,7.280000,10171
748.000000,8418.000000,7.750000,8418
2125.000000,11015.000000,9.140000,11015
2647.000000,13217.000000,9.200000,13217
3554.000000,17261.000000,11.800000,17261
1944.000000,18097.000000,9.520000,18097
2000.000000,14223.000000,9.350000,14223
980.000000,11193.000000,9.270000,11193
980.000000,12956.000000,10.260000,12956
1080.000000,13709.000000,10.310000,13709
1080.000000,15382.000000,11.480000,15382
1230.000000,14233.000000,11.420000,14233
1280.000000,14490.000000,10.380000,14490
2147.899902,14005.000000,8.290000,14005
1031.800049,13663.000000,8.190000,13663
1505.000000,13188.000000,8.090000,13188
2180.500000,13782.000000,8.990000,13782
2235.000000,11893.000000,9.080000,11893
1985.000000,14640.000000,9.660000,14640
2450.000000,15715.000000,9.560000,15715
0,1600.000000,4.350000,1600
0,1700.000000,8.360000,1700
0,3200.000000,9.330000,3200
0,4200.000000,11.570000,4200
0,4100.000000,5.860000,4100
0,3500.000000,9.640000,3500
0,3200.000000,6.760000,3200
0,4600.000000,8.400000,4600
0,4800.000000,8.040000,4800
0.000000,38600.000000,6.170000,38600
0.000000,42500.000000,6.590000,42500
0.000000,49700.000000,7.870000,49700
0.000000,46300.000000,6.230000,46300
0.000000,53500.000000,6.560000,53500
0.000000,48200.000000,5.750000,48200
0.000000,57500.000000,5.670000,57500
0.000000,68900.000000,6.340000,68900
10.000000,64890.000000,4.430000,64890
50.000000,90970.000000,7.700000,90970
50.000000,102530.000000,7.550000,102530
200.000000,106840.000000,7.440000,106840
513.000000,151565.000000,8.740000,151565
1030.000000,175470.000000,9.620000,175470
1591.000000,214198.000000,10.020000,214198
2155.000000,280638.000000,9.310000,280638
3552.000000,421954.000000,10.870000,421954
4113.000000,610399.000000,11.830000,610399
5009.000000,600266.000000,13.000000,600266
9565.000000,629977.000000,13.590000,629977
12554.000000,526740.000000,11.830000,526740
22016.000000,585911.000000,11.840000,585911
36273.000000,336156.000000,12.680000,336156
34225.000000,849180.000000,13.200000,849180
30876.000000,1056800.000000,10.870000,1056800
44339.000000,959932.000000,9.100000,959932
70099.000000,610035.000000,8.440000,610035
75631.000000,800393.000000,8.430000,800393
71211.000000,611582.000000,7.560000,611582
77730.000000,288913.000000,6.860000,288913
107145.000000,330525.000000,7.510000,330525
116694.000000,226817.000000,7.120000,226817
87763.000000,290394.000000,7.260000,290394
89096.000000,330475.000000,6.460000,330475
106223.000000,508578.000000,7.240000,508578
108880.000000,702974.000000,8.390000,702974
134497.000000,536887.000000,8.550000,536887
145790.000000,322348.000000,8.570000,322348
126575.000000,503032.000000,7.240000,503032
61311.000000,596489.000000,6.630000,596489
57587.000000,587770.000000,4.570000,587770
77636.000000,319169.000000,4.290000,319169
95278.000000,399526.000000,6.440000,399526
108673.000000,356774.000000,6.270000,356774
138562.000000,464387.000000,6.490000,464387
169588.000000,469060.000000,6.870000,469060
171020.000000,408926.000000,7.230000,408926
173222.000000,505571.000000,8.090000,505571
219463.000000,498679.000000,8.300000,498679
272720.812500,399874.000000,8.020000,399874
309702.000000,506430.000000,8.420000,506430
322655.000000,512308.000000,8.290000,512308
332382.000000,513347.000000,8.160000,513347
368457.000000,662356.000000,6.950000,662356
426660.406250,643280.000000,7.790000,643280
451339.875000,715496.000000,7.910000,715496
469755.000000,623300.000000,7.770000,623300
10.000000,12179.000000,1.710000,12179
676.000000,15422.000000,2.570000,15422
760.000000,19686.000000,2.900000,19686
790.000000,20744.000000,2.740000,20744
718.000000,11015.000000,1.910000,11015
711.000000,9926.000000,2.040000,9926
632.000000,8527.000000,1.900000,8527
117.000000,11210.000000,2.170000,11210
539.000000,12076.000000,2.590000,12076
628.000000,12451.000000,2.170000,12451
1324.000000,13559.000000,2.460000,13559
518.000000,15072.000000,2.920000,15072
358.000000,14433.000000,2.410000,14433
384.000000,11897.000000,2.420000,11897
399.000000,10978.000000,1.810000,10978
279.000000,9915.000000,1.940000,9915
261.000000,9590.000000,2.460000,9590
395.000000,19609.000000,4.560000,19609
781.000000,35943.000000,6.010000,35943
1131.000000,35484.000000,5.720000,35484
2219.000000,42415.000000,5.990000,42415
2203.000000,41114.000000,7.930000,41114
3078.000000,43218.000000,6.380000,43218
3734.000000,54664.000000,7.760000,54664
3817.000000,53287.000000,5.800000,53287
4355.709961,48424.000000,7.590000,48424
4499.930176,39583.000000,7.060000,39583
4883.700195,54281.000000,7.870000,54281
5322.000000,49414.000000,6.820000,49414
3278.000000,51723.000000,6.770000,51723
1663.000000,63211.000000,8.290000,63211
6742.709961,50441.000000,7.230000,50441
7955.680176,54084.000000,6.720000,54084
8300.000000,51281.000000,6.640000,51281
0,8000.000000,1.400000,8000
0,8200.000000,1.690000,8200
0,8400.000000,1.710000,8400
0,9200.000000,2.130000,9200
0,9600.000000,2.420000,9600
